psraid,weight,int_date,tz,cregion,fips,state,msa,usr,usr1,cstatus,p1,p2,kidage,kidgen,p4a,p5a,kidsel,p4b,p5b,p6,p7,q1a,q1b,q2a,q2b,q3a,q3b,q3c,q3d,q4,q5a,q5b,q5c,q5d,q7a,q7b,psex,age,educ,hisp,race,income,modem,q8,playgame,k1a,k1b,k2,k3a,k3b,k3c,k3d,k4a,k4b,k4c,k5a,k5b,k5c,k5d,k5e,k6a,k6b,k6c,k6d,k6e,k7a,k7b,k7c,k7d,k7e,k7f,k7g,k8a,k8b,k8c,k8d,k8e,k9a,k9b,k9c,k9d,k10,k11,k12_1,k12_2,k12_3,k13,k14a,k14b,k14c,k14d,k14e,k14f,k14g,k14h,k14i,k14j,k14k,k14l,k15,k16,k17,K17_CD1,K17_CD2,K17_CD3,k18,k19,k20a,k20b,k20c,k21,k22,k23,k24,k25,k26a,k26b,k26c,k26d,k27,k28,K28_CD1,K28_CD2,K28_CD3,k29a,k29b,k29c,k29d,k29e,k29f,k29g,k29h,k30a,k30b,k31a,k31b,k32a,k20cnt,ksex,kage,racethn,kagerec,numkids,i_user,c_user,c_age,c_agegrp,c_sex,c_game,k3cnt,k4cnt,k6cnt,k7cnt,k8cnt,k9cnt,k14cnt,k26cnt,k29cnt,raceos,modemos,k3dos,k12os,k13os,k17game,k28game
2678,1.29166666666667,111307,P,4,6099,6,33700,S,2,0,4,1,13,2,13,2, , , ,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1, ,2,43,6,2,1,8,4,1,1,2,2, , , , , , , , ,1,1,3,1,8,1,2,1,1,1,2,2,5,2, , , ,1,1,2,2,1,1,1,2,1,1, , , , , ,2,1,2,2,2,1,1,2,2,1,1,2,8,2,1,32,48, ,4,0,2,2,1, , , , , ,1,2,1,1,2, , , , ,1,3,2,3,3,8,3,3,3, ,3, ,1,1,2,13,1,2,1,1,0,13,1,2,1, , ,4,3,5,3,5,3,1, , , , , ,"NARUTO, MARIO KART", 
14774,1.58333333333333,11808,C,3,48029,48,41700,U,1,0,2,1,12,2,12,2, , , ,1,1,1,1,1,1,2,2,3,1,1,1,4,2,4,3, ,2,32,6,2,1,5,2,1,1,1,1,1,1,2,2,2,1,1,1,3,2,3,1,3,2,1,1,1,1,4,4,5, ,4,3,3,2,2,4,4,1,1,1,1,2,1, , , , , ,2,1,2,1,2,2,2,2,2,1,1,2,2,2,1,48,13088,20,4,0,1,2,1,3, , ,2,2,1,2,1,2,1,9, , , ,2,3,3,3,3,3,3,3,2,3,3, ,3,2,2,12,1,1,1,1,1,12,1,2,1,1,3,4,0,3,3,4,2,0, , , , , ,"SUPER MARIO, DOGS, HALO 03", 
14826,2,11808,C,3,48029,48,41700,U,1,0,2,1,15,2,15,2, , , ,1,1,1,2,1,2,3,3,3,1,2, , , , , ,2,2,58,3,1,6,3,7,1,1,1,1,4,2,1,2,1,2,2,1,3,3,1,3,3,1,2,2,2,2,2,5,1,1,3,3,3,2,2,2,2,1,1,2,2,1,2, , , , , ,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,18,20, ,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2, , , , ,4,4,1,4,3,4,4,4,3, ,3, ,3,2,2,15,3,4,1,1,1,15,2,2,1,2,1,1,3,5,2,4,0,1,LATINA, ,FRIEND''S HOME, , ,"GRAND THEFT AUTO, HALO 2", 
10095,2.5,121307,C,3,48029,48,41700,U,1,2,2,2,16,1, , ,3,16,1,1,1,1,1,1,1,1,1,3,1,1,2,4,4,1,3, ,2,40,6,1,1,6,2,2,1,2,2, , , , , , , , ,1,1,3,3,3,1,2,2,1,1,2,3,3,3, , , ,2,1,4,4,2,1,1,2,2,1, , , , , ,2,1,1,1,1,2,2,1,1,2,2,1,2,2,1,20,53,13930,4,1,2,2,1, , , , , ,1,1,1,1,1,1,12327, , ,1,3,4,1,1,2,3,3,2,1,2,2,9,1,1,16,3,5,2,1,0,16,2,1,1, , ,3,1,3,2,7,4,3, , , , , ,"HALO 3, THE ELDERSCROLLS IV OBLIVION, FINAL FANTSY 2",COUNTER STRIKE
14968,2.9375,11808,C,3,48029,48,41700,U,1,0,3,2,14,2, , ,3,14,2,1,1,1,1,1,1,3,3,3,3,1,1,2,1,1,1, ,2,39,4,2,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,2,1,1,5,1,5,5,1,2,2,2,2,2,2,2,1,1,1, , , , , ,1,1,2,1,2,1,1,2,1,1,1,2,2,2,1,57,52,19120,2,0,1,2,2, , , ,1,1,1,1,1,1,2, , , , ,1,2,3,2,1,2,3,3,1,1,1,2,2,1,2,14,1,3,2,1,1,14,1,2,1,4,3,4,4,5,2,8,4,2, , ,BOYFRIEND''S HOUSE, , ,"THE SIMS, TETRIS, SALOY SALON", 
8017,2.77083333333333,120407,C,3,48029,48,41700,U,1,2,2,1,16,1,16,1, , , ,1,1,1,1,1,1,3,3,3,1,1,1,3,1,4,1, ,1,51,7,1,1,6,2,2,1,1,1,2,1,1,1,2,1,1,2,3,3,3,1,3,1,1,1,1,1,1,2,5,2,5,2, ,4,1,5,4,1,1,1,2,2,1, , , , , ,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,10735,20,18,5,0,2,1,1,2,1,2,1,1,1,2,2,2,2, , , , ,2,3,2,3,1,4,1,2,1,1,2,1,1,2,1,16,3,5,1,1,1,16,2,1,1,3,2,5,4,2,2,9,1,2, , , , , ,"ASSASSIN'S CREED, HALO 3, GUITAR HERO 3", 
8660,2.77083333333333,120507,C,3,48029,48,41700,U,1,0,2,2,12,1, , ,1,12,1,1,1,1,1,1,1,1,1,3,1,1,1,4,2,2,2, ,2,41,6,1,1,6,2,1,1,1,1,3,1,1,1,2,1,1,2,1,1,3,1,3,2,2,1,1,1,4,4,5, ,1,4, ,4,2,4,2,2,1,1,1,1,1, , , , , ,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,18,61,20,4,1,1,1,1,3,3,1,1,2,1,2,2,1,2, , , , ,2,3,2,2,2,3,3,3,2,1,2,1,1,3,1,12,3,1,2,1,1,12,1,1,1,3,2,3,1,3,4,11,2,0, , , , , ,"GUITAR HERO 3, WORLD OF WARCRAFT, HALO 3", 
14765,1.41666666666667,11808,C,3,48029,48,41700,U,1,1,2,1,13,1,13,1, , , ,1,1,1,1,1,1,1,1,3,1,1,1,2,1,4,4, ,2,49,5,2,1,5,3,1,1,1,2,1,1,2,1,1,1,2,1,2,3,1,1,3,1,1,1,1,1,2,1,5,1,2,2,1,4,1,1,4,2,1,1,1,2,1, , , , , ,1,1,2,2,1,2,1,2,1,1,2,2,2,2,9, , , ,2,1,2,2,1, , , ,2,2,1,1,2,2,1,1,104, , ,4,3,3,3,3,3,3,3,3, ,3, ,2,1,1,13,1,2,1,1,1,13,1,1,1,3,2,5,6,3,3,6,2,0, , ,FRIENDS HOUSE, , , ,MATH 2
5033,1.77083333333333,112707,C,3,48029,48,41700,U,1,2,2,1,14,2,14,2, , , ,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,3, ,2,44,6,2,1,4,3,2,1,1,1,4,1,1,2,2,2,1,2,1,2,3,3,3,2,1,1,1,1,2,1,5, ,5,1, ,2,1,2,4,1,1,1,1,2,2, , , , , ,2,1,2,2,1,1,1,2,2,1,1,2,2,2,1,22765,60,88,3,0,2,2,1, , , ,2,2,1,1,1,1,2, , , , ,2,3,3,3,3,3,3,3,2,2,3, ,2,1,2,14,1,3,1,1,1,14,1,2,1,2,1,4,3,4,3,6,4,0, , , , , ,"YACHTZEE , WII SPORTS, CARD GAMES", 
14758,1.27083333333333,12008,E,1,36061,36,35620,U,1,2,2,1,14,1,14,1, , , ,1,1,1,1,1,1,1,1,3,1,1,1,4,1,2,2, ,1,58,7,2,1,8,3,2,1,1,1,6,1,2,1,1,1,1,2,3,1,3,3,3,1,1,1,1,1,2,2,5,2,4,5, ,3,2,4,4,4,1,1,2,1,1, , , , , ,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,34,24,20745,2,0,1,2,1,1, , ,2,2,1,2,1,2,2, , , , ,2,3,3,3,3,3,3,2,3, ,3, ,2,2,1,14,1,3,1,1,1,14,1,1,1,3,2,5,3,1,3,5,2,0, , ,FRIEND HOUSE, , ,"NBA 2K8, MADDEN 08, TENNIS", 
7827,2.0625,121307,E,1,36061,36,35620,U,1,2,2,4,12,2, , ,3,12,2,1,1,2,2,1,2,1,1,3,3,1,2,2,1,2,3, ,2,37,5,2,2,3,2,2,1,1,1,4,2,1,1,1,1,1,2,3,2,3,1,2,1,1,1,1,1,1,2,2,2,3,3, ,1,1,4,4,1,1,1,1,1,1, , , , , ,2,2,1,2,1,2,1,1,2,1,1,2,2,2,1,14687,20808,21238,6,0,1,2,1,3, , ,1,1,1,2,1,1,2, , , , ,4,3,2,3,3,2,2,2,1,1,2,2,2,2,2,12,2,1,3,0,1,12,1,2,1,3,2,5,4,3,4,6,3,0, , ,"COUSINS HOUSE, AND MY UNCLE''S HOUSE", , ,"HANNAH MONTANA, THATS SO RAVEN, THE SUITE LIFE OF ZACH AND CODY", 
1278,2.47916666666667,110607,E,1,42101,42,37980,U,1,2,3,4,13,1, , ,3,13,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,1, ,2,40,3,2,2,1,2,2,1,2,2, , , , , , , , ,1,1,1,1,3,2,2,2,1,1,4,5,5, , , , ,2,1,3,4,2,1,1,1,2,1, , , , , ,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,0,20,50,3,1,1,1,1,3,2,1, , ,1,1,1,2,1,1,0, , ,1,2,2,2,1,2,2,3,3, ,3, ,1,3,1,13,2,2,3,1,0,13,1,1,1, , ,2,0,3,3,10,3,2, , , , , ,"BATTLE ON, HALO, SUPER SMASH BROTHERS",SMASH 24
3761,1.22916666666667,112107,E,1,42101,42,37980,U,1,0,3,1,16,1,16,1, , , ,1,1,1,1,1,1,3,3,3,1,1,1,4,2,3,3, ,2,56,3,2,1,8,3,1,1,1,1,1,1,2,2,2,1,1,1,3,1,3,3,3,1,1,1,1,2,2,3,1,1,1,4,3,1,1,2,2,1,1,2,1,2,1, , , , , ,2,2,2,1,1,2,1,1,2,2,2,2,2,1,1,61,24,20,2,3,2,1,1,2,3,1,1,1,1,2,2,2,2, , , , ,2,4,3,3,3,2,3,3,1,1,2,1,2,2,1,16,1,5,1,1,1,16,2,1,1,1,3,4,4,5,2,4,1,0, , , , , ,"WORLD OF WARCRAFT, MADDDEN 08, HALO 3", 
5460,1.83333333333333,112507,E,1,42017,42,37980,S,2,0,2,1,16,1,16,1, , , ,1,1,1,1,1,1,1,1,1,1,1,2,4,2,3,3, ,2,52,7,1,1,7,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,3,1,1,1,1,2,1,3,1,1,1,4,5,2,1,3,3,2,1,1,1,1,1, , , , , ,1,1,1,1,2,1,1,2,2,2,1,2,2,1,1,10490,24,12343,2,3,1,1,2,2,2,2,1,2,1,2,2,2,2, , , , ,3,3,3,3,2,3,3,3,2,2,2,2,1,2,1,16,3,5,1,1,1,16,2,1,1,3,3,4,4,3,4,7,1,0, , ,FRIEND HOUSE, , ,"AMERICA'S ARMY, MADDEN, CRASH BANDICOOT", 
14212,1.6875,10908,E,1,42017,42,37980,S,2,2,2,2,15,2, , ,3,15,2,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,3, ,1,49,7,2,1,8,3,2,1,1,2,2,1,1,1,1,1,2,2,1,1,3,1,3,1,1,1,1,2,1,3,1,1,1,5, ,2,2,2,3,2,1,2,2,2,1, , , , , ,2,2,1,1,2,1,1,2,2,1,1,2,2,2,1,10,18, ,5,0,1,2,1,1, , ,2,2,1,2,2,2,2, , , , ,3,3,3,3,3,3,3,3,1,2,1,2,3,2,2,15,1,4,2,1,1,15,2,2,1,4,1,4,4,4,1,6,1,0, , ,FRIEND HOUSE, , ,"DANCE DANCE REVOLUTION, GUITAR HERO", 
1954,4,121607,E,1,42101,42,37980,U,1,2,2,1,12,1,12,1, , , ,1,1,1,1,1,1,1,3,3,1,1,1,3,1,1,1, ,2,51,1,1,1,1,3,2,1,2,2, , , , , , , , ,3,3,3,1,3,1,2,2,1,1,5,4,5,4, , , ,2,2,2,4,4,1,1,2,1,2, , , , , ,1,2,1,2,2,1,1,2,2,1,1,2,2,2,1,62,34,24,6,12,2,2,1, , , , , ,1,2,1,1,2, , , , ,2,4,4,3,3,3,2,2,3, ,3, ,1,1,1,12,3,1,1,1,0,12,1,1,1, , ,3,0,3,3,6,3,0, , , , , ,"WRESTLING 08, NBA LIVE 08, MADDEN 08", 
7237,2.0625,120307,E,1,42017,42,37980,S,2,2,2,1,12,1,12,1, , , ,1,1,1,1,1,1,1,1,3,1,1,1,2,1,3,3, ,2,52,3,2,1,7,4,2,1,1,2,3,1,2,1,2,1,1,2,1,1,3,3,3,1,1,1,2,2,2,2,1,3,5,5, ,1,1,4,4,1,2,2,1,2,2, , , , , ,2,1,1,2,1,1,1,2,1,1,1,2,2,2,1,10988,88,88,5,0,1,2,2, , , ,2,2,1,2,1,1,1,9, , , ,2,3,3,3,2,3,3,3,2,3,3, ,2,1,1,12,1,1,1,1,1,12,1,1,1,2,2,3,3,3,1,8,3,0, , , , , ,"SPORTS GAMES, LIKE BASEBALL, BASKETBALL, FOOTBALL","I FORGET, IT WAS A PRETTY LONG TIME AGO"
10369,1.70833333333333,121207,E,2,39035,39,17460,S,2,1,2,1,14,2,14,2, , , ,1,1,1,1,1,1,1,1,3,1,1,2,3,1,2,3, ,1,47,7,2,1,8,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,1,1,1,1,1,1,2,3,1,1,1,5,4,1,1,1,2,2,1,1,2,1,1,2, , , , , ,2,1,2,2,1,1,1,2,1,2,2,2,2,2,1,52, , ,4,0,2,2,1, , , ,2,2,1,1,1,2,2, , , , ,4,3,3,3,3,3,3,3,2,1,3, ,2,1,2,14,1,3,1,1,1,14,1,2,1,2,3,4,4,5,3,5,3,0, , , , , ,TETRIS, 
6468,2.04166666666667,121307,E,2,39035,39,17460,U,1,2,2,2,15,1, , ,3,15,1,1,1,2,2,1,2,1,1,3,1,1,1,2,1,2,3, ,2,39,3,2,2,3,1,2,1,2,2, , , , , , , , ,2,1,3,3,3,2,2,2,1,1,3,1,5, , , , ,2,2,1,4,2,1,1,1,1,1, , , , , ,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,88,2,17,1,7,1,2,1,3, , , , ,1,1,2,2,1,9, , , ,4,2,2,2,3,3,2,2,1,2,2,1,3,2,1,15,2,4,2,0,0,15,2,1,1, , ,2,1,4,4,9,2,0, , , , , ,"BASKETBALL, FOOTBALL, GRAND THEFT AUTO VICE CITY", 
7273,1.29166666666667,121007,E,2,39035,39,17460,U,1,2,1,1,16,1,16,1, , , ,1,1,2,2,1,2,1,1,3,1,1,1,4,1,1,3, ,2,46,5,2,2,9,8,2,1,2,2, , , , , , , , ,1,3,1,3,3,1,1,2,2,2,2,1,1,1, , , ,1,1,2,2,1,2,2,1,2,1, , , , , ,1,1,1,2,2,1,1,2,1,2,2,2,2,2,1,35,24,0,5,0,1,2,1,1, , , , ,2,2,2,2,1,9, , , ,2,3,3,3,2,2,2,3,2,3,3, ,2,2,1,16,2,5,1,0,0,16,2,1,1, , ,2,4,5,1,6,0,0, , , , , ,"NBA LIVE 2005, MADDEN, GREMP THE FIRST ONE",I CAN'T THINK OF THE NAME
5292,1.375,112707,E,2,39035,39,17460,U,1,2,2,2,15,2, , ,3,15,2,1,1,1,1,1,1,1,1,3,1,1,2,4,1,4,1, ,1,46,6,2,1,8,3,2,1,1,1,4,1,1,1,1,2,1,1,1,1,3,3,3,1,1,1,1,1,2,3,5,5,1,3,2,2,1,4,4,1,1,2,1,1,2, , , , , ,1,1,1,2,1,1,2,1,1,1,1,2,2,2,1,57,18,54,3,3,2,2,1, , , ,1,2,1,1,1,1,2, , , , ,2,2,3,1,1,3,2,1,2,2,2,1,2,1,2,15,1,4,2,1,1,15,2,2,1,4,2,5,3,3,3,9,4,3, , ,FRIEND''S HOUSE, , ,"THE SIMS, GUITAR HERO, THE LEGEND OF ZELDA", 
13995,1.35416666666667,10608,E,2,39035,39,17460,U,1,0,1,2,14,2, , ,3,14,2,1,1,1,1,1,1,1,3,3,1,2, , , , , ,2,2,35,6,2,1,6,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,2,2,3,4,5,1,3,4,1,1,1,2,1,2,1,2,1,2,1, , , , , ,2,1,2,2,2,1,2,2,2,2,1,2,2,2,9, , , ,5,0,2,2,1, , , ,1,1,1,2,2,1,2, , , , ,4,2,2,2,1,3,1,2,3, ,3, ,2,1,2,14,1,3,2,1,1,14,1,2,1,3,3,3,2,5,2,3,2,2, , , , , , , 
14868,1.75,11808,E,2,39035,39,17460,U,1,1,1,1,13,2,13,2, , , ,1,1,1,1,1,1,1,1,3,1,1,2,3,4,2,2, ,2,32,3,2,1,3,1,1,1,1,2,6,1,2,1,1,9,1,1,3,3,3,9,3,2,1,1,2,1,1,3,5, ,3,3,3,1,4,2,5,2,2,1,1,1,1, , , , , ,2,1,1,1,1,1,1,1,9,1,1,9,2,2,9, , , ,5,0,1,2,1,3, , ,1,2,1,2,1,1,1,9, , , ,4,2,3,2,3,2,9,3,2,9,3, ,2,2,2,13,1,2,1,1,1,13,1,2,1,3,2,3,1,3,3,9,3,0, , ,MY FRIEND''S HOUSE, , , , 
16110,1.52083333333333,12208,E,2,39035,39,17460,U,1,1,2,1,12,1,12,1, , , ,1,1,1,1,1,1,2,1,3,3,1,1,3,2,2,2, ,2,33,5,2,1,2,3,1,1,1,2,5,1,2,2,1,2,1,2,3,3,3,3,3,2,2,1,1,1,1,1,1, ,5,5, ,5,2,4,4,2,1,1,1,2,1, , , , , ,1,2,1,1,2,1,2,2,1,1,1,1,2,1,1,20717,18,17036,1,13,1,2,1,3, , ,2,2,1,2,2,2,2, , , , ,2,3,3,3,3,3,1,3,2,2,2,2,2,2,1,12,1,1,1,1,1,12,1,1,1,2,1,3,3,2,3,8,1,1, , ,FRIEND''S HOME, , ,"TEKKEN IV, GRAND THEFT AUTO: SAN ANDRES, MX VS ATV ONLEASH", 
1084,1.20833333333333,122907,C,2,17019,17,16580,U,1,2,2,2,17,1, , ,3,17,1,1,1,1,1,1,1,1,1,2,3,1,3,3,3,4,3, ,2,45,5,2,1,8,2,2,1,1,2,4,1,1,2,1,1,1,1,2,3,2,1,3,1,2,1,1,2,2,5,1,1,2,5,4,1,2,2,2,2,1,2,1,1,1, , , , , ,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,34,24,5,4,1,1,2,1,1, , ,2,2,1,2,2,2,2, , , , ,4,3,2,3,3,3,3,2,2,3,2,3,2,2,1,17,1,6,2,1,1,17,2,1,1,3,3,3,4,5,3,5,1,0, , ,FRIENDS HOUSE, , ,"NBA LIVE 08, MADDEN 08, CALL OF DUTY", 
16779,3.5,12308,C,2,17001,17,0,R,3,1,2,3,14,1, , ,2,14,1,1,1,1,1,1,1,1,3,3,1,1,2,2,1,4,3, ,1,42,3,2,1,6,1,1,1,1,2,2,1,1,2,2,2,1,2,3,3,3,1,3,1,1,1,1,1,2,3,1,2,3,5, ,2,2,1,4,2,1,1,1,2,1, , , , , ,2,2,1,2,2,1,1,2,2,1,1,2,2,2,1,16754,10803,19734,2,0,2,2,1, , , ,2,2,1,1,1,1,2, , , , ,2,4,3,2,3,4,2,3,2,2,3, ,2,1,1,14,1,3,3,1,1,14,1,1,1,2,1,5,3,4,3,5,4,0, , , , , ,"MLB THE SHOW, ATV OFF ROAD FURY, SOCOM", 
1541,1.5,110607,C,2,17067,17,0,R,3,0,1,1,12,2,12,2, , , ,1,1,1,1,1,2,1,1,3,1,1,1,3,1,2,3, ,2,32,5,2,1,9,1,1,1,1,9,6,2,1,2,1,2,1,2,2,1,1,8,1,2,2,2,1,1,1,4,5, ,9,5, ,2,2,2,4,1,1,1,2,2,2, , , , , ,2,1,1,1,2,2,1,2,1,2,1,2,8,2,1,15838,15337,15839,2,1,1,2,1,1, , ,1,2,1,2,1,1,2, , , , ,2,2,2,2,2,1,3,8,3, ,3, ,1,2,2,12,1,1,1,1,1,12,1,2,1,2,1,2,1,4,2,6,3,1, , ,GRANDMAS, , ,"LEGO STAR WARS, JAMES BOND 007 NIGHTFIRE, LEGO STAR WARS 2", 
7212,1.375,120307,C,2,17167,17,44100,U,1,2,2,1,15,2,15,2, , , ,1,1,1,1,1,1,1,1,3,1,1,1,2,1,8,3, ,1,46,6,2,1,8,3,2,1,1,1,1,1,1,1,2,2,1,1,1,1,3,1,3,1,1,1,1,1,2,5,2,1,1,2,1,2,2,4,4,2,1,1,1,1,1, , , , , ,2,1,1,2,1,1,1,1,1,2,1,1,2,2,9, , , ,2,2,2,2,1, , , ,2,1,1,2,2,2,2, , , , ,3,3,2,2,3,3,2,3,2,3,2,3,2,1,2,15,1,4,1,1,1,15,2,2,1,3,2,5,6,3,4,9,1,0, , , , , ,DK, 
14874,1.08333333333333,12208,C,2,17167,17,44100,U,1,2,2,1,13,1,13,1, , , ,1,1,1,1,1,1,1,1,3,1,1,2,4,1,3,1, ,2,43,7,2,1,8,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,3,1,3,2,1,1,1,1,3,5,1, ,1,3,3,1,1,2,2,1,1,1,1,2,1, , , , , ,8,2,1,1,1,1,2,1,1,2,1,1,1,1,1,20,18,10735,1,5,2,1,1,2,3,2,1,1,1,1,1,1,2, , , , ,1,3,2,3,2,1,2,2,1,2,1,3,2,2,1,13,1,2,1,1,1,13,1,1,1,3,3,4,2,5,3,8,4,2, , ,FRIENDS HOUSE, , ,"HALO 3, GUITAR HERO 3, ASSASIN'S CREED", 
14896,1.08333333333333,11808,C,2,17167,17,44100,U,1,1,2,1,13,1,13,1, , , ,1,1,1,1,1,1,1,1,3,1,1,1,2,1,4,1, ,2,43,7,2,1,8,3,1,1,1,1,2,1,1,2,2,2,1,2,3,3,1,1,3,1,1,1,1,1,2,3,5,5,5,2, ,4,2,4,4,1,1,1,1,2,1, , , , , ,2,1,2,2,1,2,1,2,1,1,2,2,2,2,1,24,48,16534,2,1,1,2,1,3, , ,2,2,1,2,2,2,1,1,0, , ,3,3,4,3,2,3,3,3,3, ,3, ,2,2,1,13,1,2,1,1,1,13,1,1,1,2,1,5,2,2,3,5,1,0, , , , , ,"MADDEN 08, SUPER MARION GALAXY, MERCURY MELDOWN EVOLUTION, MLB 2004",CHOPPER
9688,1.58333333333333,121007,C,2,17035,17,0,R,3,1,2,2,17,2, , ,3,17,2,1,1,1,1,1,1,1,1,3,1,1,2,4,1,4,3, ,1,53,5,2,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,2,1, , , , , ,2,1,1,2,1,1,1,2,2,1,1,2,2,2,1,0,22923,14767,4,0,1,2,1,1, , ,2,2,1,1,2,2,2, , , , ,2,2,3,2,3,3,3,3,3, ,2,2,2,2,2,17,1,6,2,1,1,17,2,2,1,4,3,4,7,5,2,7,2,0, , ,FRIENDS'' HOUSES, , ,"FOURWHEELER RACING, ZUMA, HEARTS", 
15768,1.375,12208,C,2,27061,27,0,R,3,2,2,2,16,2, , ,3,16,2,1,1,1,1,1,1,1,1,3,1,1,1,2,3,4,1, ,2,39,5,2,1,6,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,4,1,1,1,1,2,1, , , , , ,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,18,19583,10,3,0,1,2,1,1, , ,2,2,1,2,1,1,2, , , , ,1,3,3,2,3,2,3,3,2,1,2,1,1,2,2,16,1,5,2,1,1,16,2,2,1,4,3,4,7,4,3,7,3,1, , ,"OTHER PPLS HOUSES, OR FRIENDS OR SOMETHING", , ,"GUITAR HERO, SING STAR, AND DANCE DANCE REVOLUTION", 
7894,1,120807,C,2,27007,27,0,R,3,2,1,1,15,2,15,2, , , ,1,1,2,2,2,2,3,3,3,1,1,2,2,1,4,1, ,2,49,6,2,1,2,7,2,1,1,2,2,2,1,1,1,2,1,1,1,3,3,1,3,1,1,2,1,2,1,1,1,1,2,4,3,2,2,4,4,2,1,1,1,1,1, , , , , ,2,1,2,2,2,1,1,1,1,1,1,2,1,2,1,42,41,16718,3,0,1,2,2, , , ,2,2,2,2,2,2,1,9, , , ,4,3,3,3,3,3,3,3,3, ,2,3,2,1,2,15,1,4,1,0,1,15,2,2,1,3,2,3,5,3,4,7,0,0, , ,FRIENDS'' HOUSES, , ,"SONIC, SOLITARE, MINESWEEPER", 
16109,2.9375,12208,C,2,27137,27,20260,S,2,1,3,1,17,1,17,1, , , ,1,1,1,1,2,2,3,1,3,1,1,1,2,4,2,3, ,1,43,4,2,1,7,2,1,1,1,2,4,1,2,1,2,2,1,2,1,1,1,1,3,1,2,1,1,1,2,5,1,5,4,5, ,3,2,2,1,3,1,1,1,1,1, , , , , ,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,14584,17456,18,3,0,2,2,1, , , ,2,2,1,2,2,1,2, , , , ,2,3,3,3,2,3,3,3,3, ,1,3,1,1,1,17,1,6,1,1,1,17,2,1,1,2,1,4,2,3,4,11,2,0, , , , , ,"GUILD WARS, NHL 2K8, GUITAR HERO 3", 
14941,1.66666666666667,11908,C,2,27137,27,20260,S,2,2,1,1,17,1,17,1, , , ,1,1,1,1,1,1,3,1,3,1,1,1,4,1,2,2, ,2,48,3,2,1,2,1,1,1,2,2, , , , , , , , ,3,3,3,3,3,2,1,2,1,2,5,5,5, , , , ,4,4,4,4,4,1,2,1,2,2, , , , , ,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,88, , ,4,0,2,2,1, , , , , ,1,2,2,2,2, , , , ,3,3,3,3,3,3,3,3,2,3,3, ,3,1,1,17,1,6,1,1,0,17,2,1,1, , ,2,0,0,2,3,1,0, , , , , ,PLAYSTATION, 
5271,2.33333333333333,121407,C,2,27075,27,0,R,3,2,2,1,15,2,15,2, , , ,1,1,2,2,2,2,1,1,3,1,1,3,4,3,4,3, ,1,45,3,2,1,3,8,2,1,1,1,2,2,1,1,1,2,1,1,1,1,3,1,3,2,2,1,2,2,3,2,5, ,2,3,2,2,2,2,2,2,1,1,1,1,1, , , , , ,2,1,1,2,1,1,1,2,1,1,1,2,2,2,1,0,41,18,5,0,1,2,1,1, , ,2,2,2,2,2,2,1,1,104, , ,4,2,3,2,2,3,3,3,2,2,3, ,1,2,2,15,1,4,1,0,1,15,2,2,1,3,2,1,3,5,4,8,0,0, , ,1FRIENDS HOUSES, , ,"BUG ON A WIRE, SOLITAIRE, GUITAR HERO",NUMBER CRUNCHERS
8723,2.5,10908,C,2,27017,27,20260,S,2,0,4,1,14,1,14,1, , , ,1,1,1,1,1,1,2,2,3,1,1,2,2,2,4,3, ,1,40,5,2,1,6,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,3,1,3,2,2,1,1,1,1,2,5, ,2,3,3,1,1,4,1,1,1,1,2,2,1, , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,14375,21491,5,3,1,2,2,1, , , ,2,2,1,2,2,2,1,1,57, , ,4,2,3,3,2,3,3,2,1,1,2,1,2,1,1,14,1,3,1,1,1,14,1,1,1,3,3,3,3,4,2,12,1,0, , , , , ,"GHOST RECON, SPLINTER CELL, CALL OF DUTY 4",SIM CITY 4
